School Name,URL,City,State
Concord University,admissions@concord.edu,Athens,WV
Eastern West Virgina Community and Technical College,admissions@easternwv.edu,Moorefield,WV
Fairmont State University,admissions@fairmontstate.edu,Fairmont,WV
Marshall University,admissions@marshall.edu,Huntington,WV
Ohio Valley University,admissions@ovu.edu,Vienna,WV
Pierpont Community and Technical College,admissions@pierpont.edu,Fairmont,WV
Shepherd University,admissions@shepherd.edu,Shepherdstown,WV
University of Charleston,admissions@ucwv.edu,Charleston,WV
West Liberty University,admissions@westliberty.edu,Wheeling,WV
Wheeling Jesuit University,admissions@wju.edu,Wheeling,WV
West Virginia Northern Community College,admissions@wvncc.edu,Wheeling,WV
West Virginia State University,admissions@wvstateu.edu,Institute,WV
West Virginia University,admissions@wvu.edu,Morgantown,WV
West Virginia Wesleyan College,admissions@wvwc.edu,Buckhannon,WV
Casper College,admissions@caspercollege.edu,Casper,WY
Central Wyoming College,admissions@cwc.edu,Riverton,WY
National Outdoor Leadership School,admissions@nols.edu,Lander,WY
Northwest College,admissions@northwestcollege.edu,Powell,WY
Northern Wyoming Community College District,admissions@sheridan.edu,Sheridan,WY
University of Wyoming,admissions@uwyo.edu,Laramie,WY
